video,id_i,id_j,frame,dist_min,dist_min_ratio,delta_acercamiento,delta_separacion,separandose,vel_i_antes,vel_j_antes,vel_i_desp,vel_j_desp,vel_max_antes,ratio_frenazo_i,ratio_frenazo_j,ratio_frenazo_min,angulo_i,angulo_j,angulo_max,n_frames_antes,n_frames_despues,label,confianza_etiqueta
v43_NEGATIVO.mov,2,4,121,241.78337,0.49296242,114.03105,0.0,False,1.6037984,20.047451,2.0893743,24.076128,20.047451,1.3027662,1.2009571,1.2009571,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v49_NEGATIVO.mov,2,6,101,90.52975,0.83088815,54.110016,0.0,False,2.5333047,3.500826,2.6033053,5.05754,3.500826,1.0276321,1.4446706,1.0276321,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v49_NEGATIVO.mov,2,6,105,85.98055,0.81053114,54.054848,0.0,False,2.4390202,5.077915,1.7171031,4.1976476,5.077915,0.7040135,0.8266478,0.7040135,0.01978234,0.01978234,0.01978234,15,0,0,segura (TU-DAT Negative_Videos)
v49_NEGATIVO.mov,4,14,135,179.69131,0.8886224,32.169067,0.0,False,2.9014819,6.0710335,2.8907902,8.138141,6.0710335,0.9963151,1.3404869,0.9963151,0.027976453,0.0,0.027976453,15,0,0,segura (TU-DAT Negative_Videos)
v49_NEGATIVO.mov,2,6,139,21.954819,0.20383644,54.100998,0.0,False,3.1618109,2.1436167,2.8829672,2.422182,3.1618109,0.9118089,1.1299511,0.9118089,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v49_NEGATIVO.mov,13,16,171,98.27148,0.74905664,90.22201,0.0,False,3.3245418,1.4700818,5.1472726,2.5684655,3.3245418,1.5482652,1.7471582,1.5482652,0.0,0.0,0.0,15,0,0,segura (TU-DAT Negative_Videos)
v1_POSITIVO.mov,9,11,381,89.58688,0.8670705,30.064491,0.0,False,2.4697483,3.8168375,2.785546,4.8692923,3.8168375,1.1278664,1.27574,1.1278664,0.0,0.01978234,0.01978234,15,0,1,seg. real ~0.64s
v1_POSITIVO.mov,9,11,395,75.50004,0.7817353,14.487274,0.0,False,2.141881,3.564185,1.9772141,4.6814365,3.564185,0.92312044,1.3134662,0.92312044,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,9,11,407,62.924606,0.75624204,28.462132,0.0,False,3.1267633,4.641679,1.802665,3.6023138,4.641679,0.5765275,0.77607995,0.5765275,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,12,14,411,259.9718,0.8106118,10.438507,0.0,False,13.200409,14.386002,20.446346,22.621881,14.386002,1.5489177,1.5724926,1.5489177,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,1,7,435,233.26494,0.8648253,35.371872,0.0,False,0.4408181,5.7677293,0.2395672,8.4170885,5.7677293,0.5434604,1.4593418,0.5434604,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,17,18,557,277.47208,0.8833622,93.77472,0.0,False,24.594128,29.412754,14.42915,22.750847,29.412754,0.58669084,0.77350277,0.58669084,0.01978234,0.0,0.01978234,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,17,18,570,177.44563,0.6920928,121.21881,0.0,False,15.893799,26.36529,10.336902,20.574495,26.36529,0.6503733,0.78036296,0.6503733,0.01978234,0.0,0.01978234,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,17,18,585,91.7491,0.43661648,58.152573,0.0,False,9.068654,13.354267,15.395891,21.415672,13.354267,1.6977041,1.6036576,1.6036576,0.0,0.0,0.0,6,0,0,seg. real ~0.64s
v1_POSITIVO.mov,1,24,869,232.97054,0.8978304,97.22165,0.0,False,4.0407977,8.689857,6.904752,13.931455,8.689857,1.7087595,1.6031858,1.6031858,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,1,26,1001,206.73631,0.68591595,95.5668,0.0,False,0.705079,7.989452,0.6401166,5.9198647,7.989452,0.907865,0.74096006,0.74096006,0.0,0.0,0.0,15,0,0,seg. real ~0.64s
v1_POSITIVO.mov,1,26,1005,183.62451,0.57781744,111.76814,0.0,False,0.67895716,5.631628,0.65823275,5.999228,5.631628,0.9694761,1.0652742,0.9694761,0.0,0.027976453,0.027976453,15,0,0,seg. real ~0.64s
v10_POSITIVO.mov,7,19,125,114.01744,0.8981077,8.018272,0.0,False,4.7031536,1.7361646,5.1564198,2.0322347,4.7031536,1.096375,1.1705312,1.096375,0.0,0.0,0.0,15,0,1,seg. real ~0.29s
v10_POSITIVO.mov,3,17,132,99.95618,0.8918731,22.008514,0.0,False,3.717189,4.1194186,2.286757,3.6448398,4.1194186,0.6151845,0.8847947,0.6151845,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,1,3,136,99.1459,0.8686734,27.473686,0.0,False,1.2997224,3.262444,1.9141876,4.826478,3.262444,1.4727664,1.4794056,1.4727664,0.027976453,0.01978234,0.027976453,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,11,21,142,133.93863,0.8628549,50.643677,0.0,False,1.477506,6.7535954,0.6347601,5.8736687,6.7535954,0.42961589,0.8697099,0.42961589,0.0,0.027976453,0.027976453,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,1,3,150,70.03483,0.612219,27.102745,0.0,False,2.085171,4.826344,2.7592294,5.373782,4.826344,1.3232629,1.113427,1.113427,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,1,17,199,101.50406,0.89423144,12.310051,0.0,False,2.0735743,3.9547782,1.9177134,3.9662957,3.9547782,0.92483467,1.0029123,0.92483467,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,1,17,218,96.22443,0.89647925,5.422226,0.0,False,1.6256515,3.1216958,1.5133784,3.3879569,3.1216958,0.9309366,1.0852938,0.9309366,0.0,0.01978234,0.01978234,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,16,21,238,162.39357,0.8870568,25.603836,0.0,False,0.44166657,6.107636,0.3338864,5.2028136,6.107636,0.7559694,0.8518539,0.7559694,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,16,21,240,159.49751,0.8720719,28.864395,0.0,False,0.3338864,5.2028136,0.38151637,5.202798,5.2028136,1.1426531,0.99999696,0.99999696,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,2,3,242,81.08459,0.8908134,39.201958,0.0,False,0.95375985,4.025069,0.8181099,3.6710987,4.025069,0.8577735,0.91205853,0.8577735,0.0,0.01978234,0.01978234,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,246,83.70851,0.8759895,5.815674,0.0,False,3.2532454,2.4840713,3.8263109,3.1027803,3.2532454,1.176152,1.2490706,1.176152,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,257,76.25893,0.81054795,8.551483,0.0,False,3.0693388,2.5773525,3.4581432,2.9203994,3.0693388,1.1266737,1.1331005,1.1266737,0.0,0.027976453,0.027976453,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,270,71.445305,0.73928523,6.186287,0.0,False,3.7545385,3.3739982,3.2800486,3.1804273,3.7545385,0.8736223,0.9426286,0.8736223,0.027976453,0.0,0.027976453,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,295,64.05031,0.6637042,5.4383545,0.0,False,3.9882474,3.5286179,4.2771792,3.660485,3.9882474,1.0724459,1.0373708,1.0373708,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,335,56.752487,0.59195995,5.3594475,0.0,False,4.0025992,3.9763572,3.6293225,3.3224382,4.0025992,0.90674144,0.8355482,0.8355482,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,5,6,345,54.13894,0.5700139,5.991474,0.0,False,4.357946,3.8872385,4.3759823,3.9772654,4.357946,1.0041387,1.0231596,1.0041387,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,8,9,345,59.65104,0.838158,23.299065,0.0,False,3.2641892,0.08613408,3.5706868,0.16184095,3.2641892,1.093897,1.878942,1.093897,0.0,0.0,0.0,15,0,0,seg. real ~0.29s
v10_POSITIVO.mov,2,27,441,20.427011,0.19145064,49.818947,0.0,False,1.1469111,3.549681,1.9262557,4.604381,3.549681,1.6795161,1.2971253,1.2971253,0.027976453,0.0,0.027976453,15,0,0,seg. real ~0.29s
v11_POSITIVO.mov,3,5,101,401.76483,0.76822793,118.3808,0.0,False,2.3933704,4.1605754,9.005995,5.4005113,4.1605754,3.7628922,1.2980202,1.2980202,0.01978234,0.027976453,0.027976453,4,0,0,seg. real ~5s
v11_POSITIVO.mov,5,3,115,306.28,0.6451781,86.88812,0.0,False,5.7303734,4.738959,5.8783402,6.133917,5.7303734,1.0258214,1.2943596,1.0258214,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,5,3,120,288.2116,0.62249506,72.17319,0.0,False,4.134116,4.4755173,4.6284657,4.6892533,4.4755173,1.119578,1.0477567,1.0477567,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,5,3,135,252.53157,0.595224,31.87027,0.0,False,4.2097654,5.199892,5.278908,6.4672904,5.199892,1.2539672,1.2437356,1.2437356,0.0,0.027976453,0.027976453,15,0,0,seg. real ~5s
v11_POSITIVO.mov,5,6,136,354.83572,0.8926911,125.45471,0.0,False,2.7052124,5.108563,6.339443,9.166845,5.108563,2.343418,1.7944078,1.7944078,0.0,0.0,0.0,11,0,0,seg. real ~5s
v11_POSITIVO.mov,5,6,150,287.02444,0.7535765,79.38077,0.0,False,3.238065,3.1848247,3.66267,4.1925144,3.238065,1.1311293,1.3164035,1.1311293,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,5,6,165,252.18922,0.72189355,34.78015,0.0,False,5.178196,7.141986,3.1916702,4.3310966,7.141986,0.6163672,0.6064275,0.6064275,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,2,3,249,183.49509,0.8982953,46.696686,0.0,False,0.11166709,7.8046017,0.117407955,6.6844926,7.8046017,1.0514106,0.85648096,0.85648096,0.027976453,0.0,0.027976453,15,0,0,seg. real ~5s
v11_POSITIVO.mov,2,6,264,162.93051,0.8900989,157.60924,0.0,False,0.18709338,7.2202277,0.14552122,14.607054,7.2202277,0.77779996,2.023074,0.77779996,0.0,0.01978234,0.01978234,15,0,0,seg. real ~5s
v11_POSITIVO.mov,2,6,270,128.38153,0.7328877,132.60033,0.0,False,0.6809093,10.411814,1.2259828,9.337416,10.411814,1.8005083,0.8968097,0.8968097,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,4,3,273,181.95677,0.87114346,114.71623,0.0,False,0.068515696,9.021826,0.20275226,9.397543,9.021826,2.959209,1.0416454,1.0416454,0.0,0.0,0.0,15,0,1,seg. real ~5s
v11_POSITIVO.mov,6,8,467,231.61388,0.8666024,181.44086,0.0,False,1.1493337,14.5253725,1.8623945,19.797508,14.5253725,1.6204122,1.3629605,1.3629605,0.0,0.01978234,0.01978234,15,0,0,seg. real ~5s
v11_POSITIVO.mov,9,12,826,154.88916,0.8879024,90.51402,0.0,False,0.28488043,10.383171,0.2648706,8.692368,10.383171,0.92976063,0.8371592,0.8371592,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,9,12,840,76.80796,0.43899572,79.54327,0.0,False,0.20406511,9.607627,0.6984429,11.822919,9.607627,3.4226472,1.2305764,1.2305764,0.01978234,0.0,0.01978234,15,0,0,seg. real ~5s
v11_POSITIVO.mov,6,12,879,185.45099,0.8759614,119.199036,0.0,False,0.30141917,9.143355,0.30964145,10.269249,9.143355,1.0272785,1.123138,1.0272785,0.0,0.0,0.0,15,0,0,seg. real ~5s
v11_POSITIVO.mov,6,12,885,118.4528,0.5518972,136.42798,0.0,False,0.00569483,10.675017,0.27704278,14.621385,10.675017,48.64812,1.3696826,1.3696826,0.0,0.0,0.0,15,0,0,seg. real ~5s
v12_POSITIVO.mov,1,2,21,242.83208,0.8720393,273.89874,0.0,False,25.134523,11.849927,24.080229,11.422823,25.134523,0.95805395,0.96395725,0.95805395,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,1,4,28,239.06544,0.5365774,322.55072,28.909714,True,17.340132,9.020141,24.080229,11.469422,17.340132,1.3886993,1.2715348,1.2715348,0.01978234,0.01978234,0.01978234,15,3,0,seg. real ~3s
v12_POSITIVO.mov,1,5,39,305.391,0.8396269,257.20673,0.0,False,31.217,7.341798,27.15736,6.2702518,31.217,0.8699542,0.85404855,0.85404855,0.0,0.0,0.0,14,1,0,seg. real ~3s
v12_POSITIVO.mov,4,8,105,278.17194,0.843455,316.06387,0.0,False,10.09713,18.480152,10.278518,19.124329,18.480152,1.0179642,1.0348577,1.0179642,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,11,123,270.8734,0.89463973,211.99438,0.0,False,4.694936,15.183158,6.0354676,20.06815,15.183158,1.2855272,1.3217375,1.2855272,0.0,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,9,121,172.41656,0.7065073,102.32587,4.15773,False,21.459785,1.8412771,16.753593,1.4922858,21.459785,0.78069717,0.81046236,0.78069717,0.0,0.01978234,0.01978234,12,3,0,seg. real ~3s
v12_POSITIVO.mov,5,6,135,214.47908,0.8688549,25.120667,0.0,False,4.2494006,2.4127474,6.233995,2.1774457,4.2494006,1.4670292,0.9024756,0.9024756,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,11,135,117.16842,0.4041031,195.6413,0.0,False,4.2494006,23.286207,6.233995,21.552141,23.286207,1.4670292,0.92553246,0.92553246,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,6,8,135,297.94333,0.8901889,306.31552,0.0,False,2.4127474,29.985186,2.1774457,27.981907,29.985186,0.9024756,0.93319106,0.9024756,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,6,11,139,227.72444,0.87341195,244.90295,0.0,False,1.8053365,21.254498,2.1107097,20.500809,21.254498,1.1691502,0.9645398,0.9645398,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,8,11,139,304.60052,0.7874246,610.96216,0.0,False,28.46186,21.254498,28.440258,20.500809,28.46186,0.999241,0.9645398,0.9645398,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,8,143,319.11063,0.85079676,299.03378,0.0,False,3.3620856,22.822525,1.3292923,29.465248,22.822525,0.3953773,1.29106,0.3953773,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,11,150,93.97919,0.32946923,14.5670395,0.0,False,11.07424,16.24126,13.802444,12.434994,16.24126,1.2463559,0.76564217,0.76564217,0.01978234,0.0,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,4,12,160,196.23924,0.89179486,121.68785,0.0,False,6.7735105,6.6894464,6.687259,6.645393,6.7735105,0.98726636,0.99341446,0.98726636,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,4,12,165,172.8223,0.7676994,116.26422,0.0,False,7.318928,8.258014,5.886702,6.957312,8.258014,0.8043121,0.8424922,0.8043121,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,12,190,226.48167,0.86998755,380.24518,0.0,False,12.50509,16.405863,11.212922,15.434532,16.405863,0.8966687,0.9407937,0.8966687,0.0,0.0,0.0,15,0,1,seg. real ~3s
v12_POSITIVO.mov,11,12,195,132.60823,0.51763564,356.12292,0.0,False,14.171631,19.745834,12.338487,20.269129,19.745834,0.8706469,1.0265015,0.8706469,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,12,203,243.76845,0.79609025,331.6265,0.0,False,5.5043607,22.51462,5.6112666,23.351473,22.51462,1.019422,1.0371693,1.019422,0.0,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,12,210,170.417,0.5448854,257.57452,0.0,False,6.595963,21.048386,4.75203,15.667431,21.048386,0.7204452,0.7443531,0.7204452,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,12,13,219,238.4681,0.83731276,262.0874,0.0,False,25.035913,2.991827,26.432535,3.1291676,25.035913,1.0557847,1.0459052,1.0459052,0.01978234,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,12,236,287.5182,0.8932846,353.19382,0.0,False,1.176855,33.86451,0.97032,30.512297,33.86451,0.8245026,0.90101105,0.8245026,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,12,14,239,269.40598,0.7912729,549.7433,0.0,False,27.13197,5.8447104,32.248913,14.400652,27.13197,1.1885946,2.4638777,1.1885946,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,12,14,240,233.63876,0.69044435,600.88794,0.0,False,26.445139,6.374437,34.4858,17.389019,26.445139,1.3040507,2.7279303,1.3040507,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,14,246,214.93513,0.8844491,144.09018,0.0,False,0.49056092,17.94519,0.5527406,9.772779,17.94519,1.1267521,0.5445905,0.5445905,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,14,255,168.30148,0.6307286,71.57172,0.0,False,0.4051738,4.549061,0.5133077,7.8347178,4.549061,1.2668827,1.7222714,1.2668827,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,15,291,248.7803,0.8963468,142.77866,0.0,False,0.22515841,9.592461,0.2177969,18.79427,9.592461,0.96730524,1.9592751,0.96730524,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,15,300,185.25475,0.6741461,167.1796,0.0,False,0.13775289,13.372678,0.16593753,11.846483,13.372678,1.2046028,0.8858722,0.8858722,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,14,15,303,247.0911,0.85260963,129.58453,0.0,False,5.4937963,10.866984,5.783219,13.8874235,10.866984,1.0526817,1.2779464,1.0526817,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,14,15,315,148.0161,0.4949708,125.117615,0.0,False,2.486367,12.420914,2.287718,13.141652,12.420914,0.92010474,1.0580262,0.92010474,0.01978234,0.0,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,16,317,223.56378,0.89481515,134.27629,0.0,False,0.7615713,14.1327505,0.4745655,11.104718,14.1327505,0.62314,0.7857436,0.62314,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,14,323,195.28697,0.76284003,39.430313,0.0,False,0.14224707,5.6781707,0.22847044,4.5139694,5.6781707,1.6061523,0.79496896,0.79496896,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,15,329,242.40146,0.8827958,137.61574,0.0,False,0.6002322,9.6691265,0.28164873,8.936582,9.6691265,0.46923295,0.9242388,0.46923295,0.0,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,15,330,228.11147,0.8370351,125.4823,0.0,False,0.3483425,9.127826,0.26677552,9.310862,9.127826,0.76584256,1.0200526,0.76584256,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,16,344,264.70056,0.8369684,179.09412,0.0,False,0.08707115,17.110962,0.22085138,18.117779,17.110962,2.5364473,1.0588405,1.0588405,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,16,345,256.45422,0.8090913,177.78223,0.0,False,0.12039622,15.464886,0.16993064,16.164322,15.464886,1.4114283,1.0452274,1.0452274,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,15,345,138.37917,0.5057599,87.77605,0.0,False,0.33281547,9.232301,0.08561804,9.624462,9.232301,0.2572538,1.0424771,0.2572538,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,15,16,356,304.36417,0.8865991,436.38876,0.0,False,11.296373,25.746433,9.144357,26.711075,25.746433,0.8094949,1.037467,0.8094949,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,15,16,360,222.92995,0.65924454,402.0043,0.0,False,4.533699,21.97412,3.297081,21.437868,21.97412,0.7272386,0.97559625,0.7272386,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,14,362,166.45665,0.8078647,12.013123,0.0,False,1.9900969,3.0536487,1.8667797,2.7977467,3.0536487,0.93803453,0.91619796,0.91619796,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,16,366,239.40594,0.74963236,206.1145,0.0,False,4.0416775,22.405087,1.9954047,23.146807,22.405087,0.49370706,1.033105,0.49370706,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,16,14,366,294.10852,0.88959295,312.5125,0.0,False,22.405087,2.5408204,23.146807,1.9854878,22.405087,1.033105,0.7814357,0.7814357,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,15,370,198.61519,0.7897001,31.759735,0.0,False,0.9312897,5.167634,1.3210998,23.029568,5.167634,1.4185702,4.4565015,1.4185702,0.01978234,0.0,0.01978234,11,0,0,seg. real ~3s
v12_POSITIVO.mov,16,14,375,148.79407,0.45949206,271.67084,0.0,False,20.971306,1.0455335,22.217182,2.471185,20.971306,1.0594087,2.3635635,1.0594087,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,15,376,162.65182,0.6348655,171.10388,0.0,False,0.22590174,24.454489,1.0434277,26.622677,24.454489,4.618945,1.0886621,1.0886621,0.0,0.01978234,0.01978234,11,0,0,seg. real ~3s
v12_POSITIVO.mov,13,14,378,120.73792,0.5651957,43.59172,0.0,False,0.5695884,4.39807,0.926879,4.6946526,4.39807,1.6272784,1.0674348,1.0674348,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,16,385,303.1537,0.88475084,268.81702,0.0,False,0.00063603156,23.077084,0.0005176068,23.876673,23.077084,0.8138068,1.0346487,0.8138068,0.0,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,14,15,360,202.65512,0.774596,15.830582,151.06377,True,2.3813298,4.533699,2.471185,24.051605,4.533699,1.0377332,5.3050733,1.0377332,3.9110126,50.824944,50.824944,5,11,0,seg. real ~3s
v12_POSITIVO.mov,5,15,390,116.63533,0.42003617,55.62365,0.0,False,0.3550216,7.453457,0.02672289,8.158572,7.453457,0.07527117,1.0946025,0.07527117,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,16,390,251.93964,0.712196,230.38654,0.0,False,0.044425365,27.456923,0.022862691,27.941582,27.456923,0.5146315,1.0176517,0.5146315,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,9,18,437,224.97368,0.8763465,160.9471,0.0,False,0.15179257,17.83306,0.07118064,18.489391,17.83306,0.46893364,1.0368042,0.46893364,0.0,0.0,0.0,13,0,0,seg. real ~3s
v12_POSITIVO.mov,9,18,450,177.16249,0.6317113,64.25284,0.0,False,0.18623137,12.421329,0.12433539,12.989686,12.421329,0.6676394,1.0457566,0.6676394,0.027976453,0.0,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,15,451,204.29318,0.89776105,64.568695,0.0,False,0.1778076,4.7666483,0.07807586,4.433071,4.7666483,0.43910307,0.9300185,0.43910307,0.01978234,0.0,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,15,465,160.78166,0.7211474,43.63614,0.0,False,0.012204387,3.7427053,0.14405559,4.303638,3.7427053,11.803591,1.1498736,1.1498736,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,17,18,471,265.4264,0.894278,135.15869,0.0,False,1.7426463,10.529965,2.4020362,13.35855,10.529965,1.3783842,1.2686224,1.2686224,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,17,13,474,74.45535,0.33273885,18.570953,0.0,False,3.1052415,0.43124178,4.2773747,0.40707648,3.1052415,1.3774693,0.94396347,0.94396347,0.0,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,18,478,240.70905,0.8803001,161.82144,0.0,False,0.23532814,15.270183,0.50662416,11.951022,15.270183,2.1528413,0.7826378,0.7826378,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,15,480,124.31156,0.56753093,34.67916,0.0,False,0.3470353,4.861077,0.5012572,4.6400576,4.861077,1.4443983,0.95453286,0.95453286,0.01978234,0.01978234,0.01978234,15,0,0,seg. real ~3s
v12_POSITIVO.mov,17,18,480,203.30573,0.70522416,128.27652,0.0,False,4.5689917,11.951022,3.9217572,11.195925,11.951022,0.85834193,0.93681735,0.85834193,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,18,480,227.60353,0.8481281,155.49605,0.0,False,0.50662416,11.951022,0.7776881,11.195925,11.951022,1.5350394,0.93681735,0.93681735,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,15,19,488,210.25543,0.8593214,137.11859,0.0,False,2.2872567,8.01576,1.7603104,7.877089,8.01576,0.7696165,0.98270017,0.7696165,0.027976453,0.027976453,0.027976453,15,0,0,seg. real ~3s
v12_POSITIVO.mov,15,19,495,147.13168,0.61254066,129.8887,0.0,False,2.9497027,7.046745,2.1705463,7.4437585,7.046745,0.73585254,1.05634,0.73585254,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,19,496,212.97331,0.8657797,82.520584,0.0,False,0.44755664,8.309938,0.34741688,8.690546,8.309938,0.7762523,1.0458015,0.7762523,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,13,18,498,116.18351,0.4074359,84.023575,0.0,False,1.3890086,10.716016,1.0036124,10.121184,10.716016,0.72253865,0.9444914,0.72253865,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,11,19,510,167.60805,0.6403468,50.675613,0.0,False,0.20327747,7.497125,0.20291066,7.5634933,7.497125,0.9981955,1.0088525,0.9981955,0.0,0.0,0.0,15,0,0,seg. real ~3s
v12_POSITIVO.mov,5,18,512,250.79327,0.8941572,140.34348,0.0,False,0.43961892,12.569754,0.59138006,8.991241,12.569754,1.3452107,0.7153077,0.7153077,0.0,0.0,0.0,15,0,0,seg. real ~3s
v13_POSITIVO.mov,1,2,57,256.15833,0.8132174,255.68518,0.0,False,16.77703,7.0433207,20.242838,7.547717,16.77703,1.2065805,1.0716134,1.0716134,0.0,0.0,0.0,15,0,0,seg. real ~15.48s
v13_POSITIVO.mov,1,2,60,233.50293,0.7238596,229.24525,0.0,False,19.621386,6.806063,21.869703,6.911201,19.621386,1.114585,1.0154476,1.0154476,0.01978234,0.0,0.01978234,15,0,0,seg. real ~15.48s
v13_POSITIVO.mov,2,4,274,134.75552,0.83571184,95.86046,0.0,False,3.104398,1.4988031,5.974776,2.1821268,3.104398,1.9246166,1.4559128,1.4559128,0.027976453,0.0,0.027976453,15,0,0,seg. real ~15.48s
